unique_row_ID;BOROUGH;organisation;road_name;unique_contraflow_ID;road_limits_char;order_action;introduces_one_way_street;introduces_cf_cyclelane;introduces_cf_cycletrack;introduces_cf_footway;introduces_contraflow_bus_lane;enables_cf_cycling_in_bus_lane;introduces_cf_seg_cyclelane;FEATURE_ID;osm_id;spatial_data_source;contraflow_start_date;contraflow_stop_date;notice_id_1;publication_date_1;pub_date_1_source_TRO;tro_type_1;tro_action_1;notice_id_2;publication_date_2;pub_date_2_source_TRO;tro_type_2;tro_action_2;notice_id_3;publication_date_3;pub_date_3_source_TRO;tro_type_3;tro_action_3;contraflow_length;geometry
1113;City of London;City of London;Nicholas Lane;city521;Nicholas Passage to King William Street;two-way working on one way streets for pedal cycles only;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;RWG108346;"NA";created new from OSM;2013-02-18;NA;L-60395-1746174;2013-01-17;TRUE;Experimental;Introduction;2165385;2014-07-07;TRUE;Permanent;Introduction;NA;NA;NA;NA;NA;36,700123813678701 [m];list(c(532837.644052501, 532823.250620898, 180965.720049827, 180931.960188829))
1114;City of London;City of London;Nicholas Lane;city521;Nicholas Passage to King William Street;two-way working on one way streets for pedal cycles only;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;RWG108346;"NA";created new from OSM;2013-02-18;NA;L-60395-1746174;2013-01-17;TRUE;Experimental;Introduction;2165385;2014-07-07;TRUE;Permanent;Introduction;NA;NA;NA;NA;NA;5,894524789912754 [m];list(c(532823.250620898, 532818.480625494, 180931.960188829, 180928.497160336))
1115;City of London;City of London;Pilgrim Street;city522;between Ludgate Hill and Pageantmaster Court;two-way working on one way streets for pedal cycles only;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;RWG066747;"NA";TFL CID;NA;NA;L-60651-1916164;2013-10-07;TRUE;Permanent;Consultation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;49,123059750231818 [m];list(c(531764.421980161, 531798.270427331, 531801.891621091, 181128.692990747, 181128.978373636, 181143.816297844))
1116;City of London;City of London;Bury Street;city523;Entire length;two-way working on one way streets for pedal cycles only;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;RWG066838;"NA";TFL CID;NA;NA;L-60651-1916164;2013-10-07;TRUE;Permanent;Consultation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;163,953972595965354 [m];list(c(533385.240305039, 533328.179533586, 533361.01435805, 533380.339257901, 181298.162689846, 181210.496065664, 181190.403854831, 181182.553609667))
1117;City of London;City of London;Devonshire Row;city524;Entire length;two-way working on one way streets for pedal cycles only;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;"NA";4551660;OSM_id;NA;NA;L-60651-1916164;2013-10-07;TRUE;Permanent;Consultation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;99,706662029533106 [m];list(c(533254.829823741, 533269.035307851, 533288.234323801, 533324.83481369, 533339.970831389, 533342.254595131, 533346.018927958, 181532.993894724, 181526.355854918, 181518.068369148, 181502.269909747, 181495.367150454, 181494.325414159, 181492.688240084))
1118;City of London;City of London;Garlick Hill;city525;Entire length;allow two way working for pedal cycles only;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;RWG066488;"NA";TFL CID;2014-02-17;NA;L-60651-1916164;2013-10-07;TRUE;Permanent;Consultation;L-60766-1984546;2014-01-27;TRUE;Experimental;Introduction;NA;NA;NA;NA;NA;34,724071709689753 [m];list(c(532375.684037258, 532379.600382201, 180951.397091842, 180985.899604771))
1119;City of London;City of London;St Mary Axe;city526;between Leadenhall Street and Bevis Marks;two-way working on one way streets for pedal cycles only;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;RWG066131;"NA";TFL CID;NA;NA;L-60651-1916164;2013-10-07;TRUE;Permanent;Consultation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;227,372359128597935 [m];list(c(533325.426646639, 533273.371607139, 533271.036086276, 533261.383559854, 533243.483085978, 533233.335742962, 533231.81286234, 533232.210609814, 181352.528071439, 181291.496290035, 181285.439361201, 181251.309138305, 181211.103525274, 181175.937086641, 181155.914058414, 181151.428291129))
1120;City of London;City of London;Worship Street;city527;between the western kerb-line of Norton Folgate and a point 43 metres west of that kerb-line;impose one way wokring except pedal cycles in he cycle lane;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;RWG066254;"NA";TFL CID;2000-04-09;NA;L-55803-497;2000-03-27;TRUE;Experimental;Introduction;L-56256-159;2001-06-25;TRUE;Permanent;Introduction;NA;NA;NA;NA;NA;49,022340929143667 [m];list(c(533399.022552929, 533394.312280623, 533351.15050857, 182035.384528677, 182037.087860019, 182045.70492876))
1121;City of London;City of London;Wood Street;city528;South of london wall;introduce one way working but allows contraflow cycling;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;RWG066014;"NA";TFL CID;2016-09-12;NA;2580163;2016-07-21;TRUE;Permanent;Consultation;2608503;2016-09-08;TRUE;Permanent;Introduction;NA;NA;NA;NA;NA;176,016322611930178 [m];list(c(532360.636430923, 532358.916533429, 532359.842515602, 532350.250858187, 532350.943973646, 532350.753282544, 532343.76785504, 532339.005263762, 532332.65509625, 532329.797462419, 532311.910601405, 181539.741377168, 181534.118893717, 181531.671439983, 181505.543303474, 181478.499028633, 181470.776272223, 181451.62002801, 181450.350052687, 181444.952500501, 181436.909058956, 181376.794435534))
1122;City of London;City of London;Lambeth Hill;city529;Entire length;ntroduce one way working northbound for motor vehicles, pedal cycles ok;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;RWG066213;"NA";TFL CID;2016-04-25;NA;2325068;2015-04-27;TRUE;Permanent;Consultation;2527269;2016-04-22;TRUE;Permanent;Introduction;NA;NA;NA;NA;NA;98,903975346413290 [m];list(c(532140.344485552, 532140.281721956, 532140.440489448, 532141.287159008, 532143.033352899, 532147.478380405, 532152.505524459, 532183.749363525, 532194.469105831, 532201.083798039, 532201.348281116, 180926.717754392, 180911.210090838, 180907.929207677, 180904.066220482, 180900.891142086, 180896.657621033, 180893.74713786, 180888.827118291, 180886.867632015, 180885.941586187, 180874.564230651))
1123;City of London;City of London;Lombard Street;city530;between King William Street and Abchurch Lane;allow two way working for pedal cycles;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;RWG066409;"NA";TFL CID;2010-08-02;NA;L-59428-1126531;2010-05-24;TRUE;Permanent;Consultation;L-59500-1171666;2010-07-26;TRUE;Permanent;Introduction;NA;NA;NA;NA;NA;82,736235931172359 [m];list(c(532824.84332045, 532789.452939159, 532773.865680018, 532771.458161023, 532769.037332664, 532764.422561998, 532762.899834173, 532760.087281525, 532758.004633061, 532755.494369319, 532753.90272338, 532753.030076858, 532752.792752887, 181040.146702088, 181054.879305242, 181062.655008207, 181064.019048257, 181064.925975417, 181065.190293695, 181064.953304676, 181064.186906883, 181062.962192075, 181060.812463564, 181058.805645574, 181056.179303642, 181054.696078058))
1124;City of London;City of London;Lloyd's Avenue;city531;Entrire length;allow two way working for pedal cycles;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;RWG066184;"NA";TFL CID;2010-08-02;NA;L-59428-1126531;2010-05-24;TRUE;Permanent;Consultation;L-59500-1171666;2010-07-26;TRUE;Permanent;Introduction;NA;NA;NA;NA;NA;140,177306789269664 [m];list(c(533513.832038058, 533483.194050989, 533469.723424979, 533454.435757318, 533447.731825742, 533444.285871178, 533422.858177241, 180944.886338758, 180972.079072588, 180984.610339916, 181004.284136086, 181012.867991803, 181022.14099417, 181049.960130617))
1125;City of London;City of London;Lime Street;city49;"between Leadenhall Place and Fenchurch Street;";introduce contra-flow cycling;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;"NA";628297922;OSM_id;2017-11-08;NA;2849678;2017-08-18;TRUE;Permanent;Consultation;2900766;2017-11-06;TRUE;Permanent;Introduction;NA;NA;NA;NA;NA;50,058622647530711 [m];list(c(533091.213786612, 533096.781719838, 533103.319276612, 533112.82855241, 533124.358055461, 533132.765711597, 533138.369814158, 180978.496885018, 180980.912797427, 180983.687948696, 180986.997189641, 180990.84899665, 180993.005499647, 180995.099697091))
1126;City of London;City of London;Hart Street;city532;Entire length;permit pedal cycles to proceed in both directions (NB in CID these are one way streets);FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;RWG066185;"NA";created new from OSM;2009-12-14;NA;L-58976-732190;2009-02-09;TRUE;Permanent;Consultation;L-59264-992836;2009-12-07;TRUE;Permanent;Introduction;NA;NA;NA;NA;NA;46,469838690719932 [m];list(c(533323.821378, 533369.414154709, 180854.931153568, 180863.916954582))
1127;City of London;City of London;Hart Street;city532;Entire length;permit pedal cycles to proceed in both directions (NB in CID these are one way streets);FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;RWG066185;"NA";created new from OSM;2009-12-14;NA;L-58976-732190;2009-02-09;TRUE;Permanent;Consultation;L-59264-992836;2009-12-07;TRUE;Permanent;Introduction;NA;NA;NA;NA;NA;19,020316242361982 [m];list(c(533369.414154709, 533386.557193895, 180863.916954582, 180872.156410719))
1128;City of London;City of London;Crutched Friars;city505;between Hart Street and Coopers Row;permit pedal cycles to proceed in both directions (NB in CID these are one way streets);FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;RWG066185;"NA";created new from OSM;2009-12-14;NA;L-58976-732190;2009-02-09;TRUE;Permanent;Consultation;L-59264-992836;2009-12-07;TRUE;Permanent;Introduction;NA;NA;NA;NA;NA;89,129191384689051 [m];list(c(533386.557193895, 533471.234261939, 180872.156410719, 180899.973795648))
1129;City of London;City of London;Crutched Friars;city505;between Hart Street and Coopers Row;permit pedal cycles to proceed in both directions (NB in CID these are one way streets);FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;RWG066185;"NA";created new from OSM;2009-12-14;NA;L-58976-732190;2009-02-09;TRUE;Permanent;Consultation;L-59264-992836;2009-12-07;TRUE;Permanent;Introduction;NA;NA;NA;NA;NA;43,036287956919018 [m];list(c(533471.234261939, 533505.979921629, 180899.973795648, 180925.36791335))
1130;City of London;City of London;Crutched Friars;city505;between Hart Street and Coopers Row;permit pedal cycles to proceed in both directions (NB in CID these are one way streets);FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;RWG066185;"NA";created new from OSM;2009-12-14;NA;L-58976-732190;2009-02-09;TRUE;Permanent;Consultation;L-59264-992836;2009-12-07;TRUE;Permanent;Introduction;NA;NA;NA;NA;NA;10,673751973164066 [m];list(c(533505.979921629, 533514.131261876, 180925.36791335, 180932.258822822))
1131;City of London;City of London;Little Trinity Street;city24;Entire length;allow two way working for pedal cycles only;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;RWG108354;"NA";created new from OSM;2014-02-17;NA;L-60651-1916164;2013-10-07;TRUE;Permanent;Consultation;L-60766-1984546;2014-01-27;TRUE;Permanent;Introduction;NA;NA;NA;NA;NA;10,933656345202678 [m];list(c(532364.711976142, 532354.390481714, 180862.13211706, 180858.524958365))
1132;City of London;City of London;Little Trinity Street;city24;Entire length;allow two way working for pedal cycles only;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;RWG108354;"NA";created new from OSM;2014-02-17;NA;L-60651-1916164;2013-10-07;TRUE;Permanent;Consultation;L-60766-1984546;2014-01-27;TRUE;Permanent;Introduction;NA;NA;NA;NA;NA;20,823818719704100 [m];list(c(532354.390481714, 532333.573719661, 180858.524958365, 180857.982884849))
1133;City of London;City of London;Little Trinity Street;city24;Entire length;allow two way working for pedal cycles only;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;RWG108354;"NA";created new from OSM;2014-02-17;NA;L-60651-1916164;2013-10-07;TRUE;Permanent;Consultation;L-60766-1984546;2014-01-27;TRUE;Permanent;Introduction;NA;NA;NA;NA;NA;24,193556037416805 [m];list(c(532333.573719661, 532310.472628738, 180857.982884849, 180865.170913224))
1134;City of London;City of London;Little Trinity Street;city24;Entire length;allow two way working for pedal cycles only;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;RWG108354;"NA";created new from OSM;2014-02-17;NA;L-60651-1916164;2013-10-07;TRUE;Permanent;Consultation;L-60766-1984546;2014-01-27;TRUE;Permanent;Introduction;NA;NA;NA;NA;NA;8,525271996178704 [m];list(c(532310.472628738, 532306.800526889, 180865.170913224, 180872.864802398))
1135;City of London;City of London;Little Trinity Street;city24;Entire length;allow two way working for pedal cycles only;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;RWG108354;"NA";created new from OSM;2014-02-17;NA;L-60651-1916164;2013-10-07;TRUE;Permanent;Consultation;L-60766-1984546;2014-01-27;TRUE;Permanent;Introduction;NA;NA;NA;NA;NA;69,971393435323094 [m];list(c(532306.800526889, 532316.801617717, 180872.864802398, 180942.117774042))
1400;Southwark;TFL;Tooley Street;swk1;Jamaica Road and Tower Bridge Road;new contra-flow bus lane, may be used by local buses or pedal cycles;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;RWG135732;"NA";TFL CID;2002-08-02;NA;L-56644-504;2002-07-26;TRUE;Experimental;Introduction;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;232,172423659713871 [m];list(c(533726.345738636, 533636.55522145, 533593.176885414, 533549.257788745, 179738.255675857, 179806.985427516, 179845.313754576, 179887.950777662))
1401;Southwark;TFL;Tooley Street;swk1;Jamaica Road and Tower Bridge Road;new contra-flow bus lane, may be used by local buses or pedal cycles;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;"NA";"NA";created new from OSM;2002-08-02;NA;L-56644-504;2002-07-26;TRUE;Experimental;Introduction;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19,310627861518263 [m];list(c(533547.807971663, 533537.653442035, 179888.229715852, 179904.654875712))
1402;Southwark;TFL;Tooley Street;swk1;Jamaica Road and Tower Bridge Road;new contra-flow bus lane, may be used by local buses or pedal cycles;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;"NA";"NA";created new from OSM;2002-08-02;NA;L-56644-504;2002-07-26;TRUE;Experimental;Introduction;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;40,131554496275946 [m];list(c(533721.939482787, 533755.174125931, 179737.015690802, 179714.521243457))
1403;Southwark;TFL;Tooley Street;swk2;Tower Bridge Road and Fair Street;contra-flow bus lane for use by buses and pedal cycles;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;"NA";"NA";created new from OSM;2003-06-06;NA;L-56956-497;2003-06-06;TRUE;Experimental;Introduction;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;89,334676890078356 [m];list(c(533529.120684952, 533465.659255659, 179912.220304069, 179975.095827823))
1404;Southwark;TFL;Tooley Street;swk2;Tower Bridge Road and Fair Street;contra-flow bus lane for use by buses and pedal cycles;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;"NA";"NA";created new from OSM;2003-06-06;NA;L-56956-497;2003-06-06;TRUE;Experimental;Introduction;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;28,875353890868446 [m];list(c(533465.659255659, 533440.295243777, 179975.095827823, 179988.896297508))
1406;Southwark;Southwark;Park Street;swk3;westbound between New Globe Walk and a point 65 metres west of that junction;introduce One Way Streets with contra-flow cycle lanes;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;RWG082183;"NA";TFL CID;NA;NA;L-55787-501;2000-03-10;TRUE;Permanent;Consultation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;59,374881161876473 [m];list(c(532139.695817747, 532149.510780793, 532157.121627389, 532163.27562378, 532170.444122899, 532182.604465118, 532192.919083092, 180421.82034803, 180432.330292573, 180435.105258758, 180435.519369539, 180435.020968977, 180431.452595735, 180428.032521427))
1407;Southwark;Southwark;Sumner Street;swk4;eastbound between its junction with Canvey Street and Park Street;introduce One Way Streets with contra-flow cycle lanes;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;"NA";"NA";created new from OSM;NA;2002-04-17;L-55787-501;2000-03-10;TRUE;Permanent;Consultation;NA;NA;NA;NA;NA;L-56535-813;2002-04-15;TRUE;Permanent;Revocation;80,110898303980207 [m];list(c(532012.114104083, 532091.746219986, 180348.87161936, 180357.617026377))
1408;Southwark;Southwark;Hopton Street;swk5;castbound between its junction with Holland Street and a point 8 metres west of that junction;introduce One Way Streets with contra-flow cycle lanes;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;"NA";4253780;OSM_id;NA;NA;L-55787-501;2000-03-10;TRUE;Permanent;Consultation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15,954695368861362 [m];list(c(531831.069167387, 531830.938636372, 531833.006030662, 531835.602986249, 180474.735290043, 180481.642259586, 180486.536467107, 180489.218853632))
1409;Southwark;Southwark;Chancel Street;swk6;"between Nicholson Street and Dolben Street;";introduce One Way Streets with contra-flow cycle lanes;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;"NA";537863427;OSM_id;NA;2017-05-19;L-55787-501;2000-03-10;TRUE;Permanent;Consultation;NA;NA;NA;NA;NA;2786115;2017-05-18;TRUE;Permanent;Upgrade;39,235143021781987 [m];list(c(531748.31403014, 531748.774713641, 531749.617713285, 531750.319281886, 531751.730157136, 531754.379975538, 531756.302258573, 180170.726466252, 180167.956462867, 180148.82741548, 180139.44263108, 180136.719510028, 180136.031499216, 180135.280121981))
1410;Southwark;Southwark;Dolben Street;swk7;eastbound between Chancel Street and Gambia Street;introduce One Way Streets with contra-flow cycle lanes;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;"NA";31571913;OSM_id;NA;NA;L-55787-501;2000-03-10;TRUE;Permanent;Consultation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,150744347727411 [m];list(c(531769.764988153, 531770.151560878, 531771.444408199, 531771.998802016, 531771.04265542, 531769.728786474, 531767.110169534, 531766.354602931, 531765.0367052, 531764.70560725, 180081.804035964, 180088.323803152, 180091.762413475, 180096.094359893, 180104.582321724, 180109.188546194, 180113.226818012, 180120.40690244, 180132.134798137, 180135.531314553))
1411;Southwark;Southwark;Union Street;swk8;between its junctions with Nelson Square and Great Suffolk Street;introduce One Way Streets with contra-flow cycle lanes;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;"NA";"NA";created new from OSM;NA;NA;L-55787-501;2000-03-10;TRUE;Permanent;Consultation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;72,414913173589824 [m];list(c(531865.985636182, 531793.953091403, 180012.357954295, 180004.926121234))
1412;Southwark;Southwark;Treveris Street;swk9;eastbound between its junction with Bear Lane and a point 21 metres west of that junction.;introduce One Way Streets with contra-flow cycle lanes;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;"NA";"NA";created new from OSM;NA;NA;L-55787-501;2000-03-10;TRUE;Permanent;Consultation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25,901700664518746 [m];list(c(531807.06872212, 531781.478029055, 180222.257800491, 180218.255985179))
1413;Southwark;Southwark;Bournemouth Road;swk10;westbound between Rye Lane and Bournemouth Close;introduce One Way Streets with contra-flow cycle lanes;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;RWG107406;"NA";TFL CID;2001-05-07;NA;L-56189-701;2001-04-27;TRUE;Experimental;Introduction;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;26,827625407489204 [m];list(c(534303.911953819, 534329.54669691, 176227.945306597, 176235.856149263))
1414;Southwark;Southwark;Bethwin Road;swk11;for a defined length (taken as the data from osm as not specified in the TRO);"Create “One Way” traffic flows and ""contr-flow"" cycle lanes";TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;"NA";120309226;OSM_id;2001-07-13;2017-12-18;L-56235-495;2001-06-15;TRUE;Permanent;Consultation;L-56274-528;2001-07-13;TRUE;Permanent;Introduction;2929505;2017-12-14;TRUE;Permanent;Upgrade;54,414416742097025 [m];list(c(532364.662103587, 532368.563795615, 532386.962129115, 532412.917590272, 532417.005884635, 177476.761819772, 177479.556249688, 177484.652976741, 177489.579228292, 177489.207135639))
1415;Southwark;Southwark;Steedman Street;swk12;for a defined length (taken as the data from osm as not specified in the TRO);"Create “One Way” traffic flows and ""contr-flow"" cycle lanes";TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;"NA";"NA";created new from OSM;2001-07-13;NA;L-56235-495;2001-06-15;TRUE;Permanent;Consultation;L-56274-528;2001-07-13;TRUE;Permanent;Introduction;NA;NA;NA;NA;NA;29,277961212803611 [m];list(c(532107.725941135, 532134.510296394, 178699.991174215, 178711.814766145))
1416;Southwark;Southwark;Steedman Street;swk13;for a defined length (taken as the data from osm as not specified in the TRO);"Create “One Way” traffic flows and ""contr-flow"" cycle lanes";TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;"NA";"NA";created new from OSM;2001-07-13;NA;L-56235-495;2001-06-15;TRUE;Permanent;Consultation;L-56274-528;2001-07-13;TRUE;Permanent;Introduction;NA;NA;NA;NA;NA;72,874077156855265 [m];list(c(532107.725941135, 532041.111621677, 178699.991174215, 178670.441833027))
1417;Southwark;Southwark;Steedman Street;swk13;for a defined length (taken as the data from osm as not specified in the TRO);"Create “One Way” traffic flows and ""contr-flow"" cycle lanes";TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;"NA";"NA";created new from OSM;2001-07-13;NA;L-56235-495;2001-06-15;TRUE;Permanent;Consultation;L-56274-528;2001-07-13;TRUE;Permanent;Introduction;NA;NA;NA;NA;NA;12,937455691691948 [m];list(c(532041.111621677, 532028.529590864, 178670.441833027, 178673.453520325))
1418;Southwark;Southwark;Steedman Street;swk13;for a defined length (taken as the data from osm as not specified in the TRO);"Create “One Way” traffic flows and ""contr-flow"" cycle lanes";TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;"NA";"NA";created new from OSM;2001-07-13;NA;L-56235-495;2001-06-15;TRUE;Permanent;Consultation;L-56274-528;2001-07-13;TRUE;Permanent;Introduction;NA;NA;NA;NA;NA;42,916701559388791 [m];list(c(532028.529590864, 532009.470404931, 178673.453520325, 178711.905967637))
1419;Southwark;Southwark;Content Street;swk14;between Brandon Street and the south-east side of Content Street;introduce a contra-flow cycle lane;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;RWG082664;"NA";TFL CID;NA;NA;L-56407-825;2001-12-04;TRUE;Permanent;Consultation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14,436815124935976 [m];list(c(532480.862833706, 532490.764981791, 532492.382502405, 532493.960633687, 178705.607579927, 178710.894290596, 178711.079688564, 178710.94759703))
1420;Southwark;Southwark;Content Street;swk14;between Brandon Street and the south-east side of Content Street;introduce a contra-flow cycle lane;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;RWG153872;"NA";TFL CID;NA;NA;L-56407-825;2001-12-04;TRUE;Permanent;Consultation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,051639255665809 [m];list(c(532474.695740246, 532480.861936777, 178702.186020258, 178705.607078067))
1421;Southwark;Southwark;Content Street;swk14;between Brandon Street and the south-east side of Content Street;introduce a contra-flow cycle lane;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;RWG153873;"NA";TFL CID;NA;NA;L-56407-825;2001-12-04;TRUE;Permanent;Consultation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15,821188325583615 [m];list(c(532460.529138351, 532474.307039692, 178694.145061798, 178701.92191429))
1422;Southwark;Southwark;Union Street;swk15;between Great Guildford Street and Borough High Street;introduce a contra-flow cycle lane;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;"NA";147680889;OSM_id;2003-03-14;NA;L-56608-809;2002-06-18;TRUE;Permanent;Consultation;L-56867-514;2003-03-07;TRUE;Permanent;Introduction;NA;NA;NA;NA;NA;231,222656745964542 [m];list(c(532326.905578251, 532344.99170702, 532404.372523853, 532426.068073137, 532451.964294376, 532464.924826866, 532492.038556178, 532529.808084655, 532536.141124563, 532545.577656231, 180057.317589846, 180052.435923247, 180033.907566467, 180026.171315503, 180016.074219685, 180012.016420677, 180002.908241469, 179989.181733789, 179986.542621099, 179982.604578726))
1423;Southwark;Southwark;Union Street;swk15;between Great Guildford Street and Borough High Street;introduce a contra-flow cycle lane;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;"NA";"NA";created new from OSM;2003-03-14;NA;L-56608-809;2002-06-18;TRUE;Permanent;Consultation;L-56867-514;2003-03-07;TRUE;Permanent;Introduction;NA;NA;NA;NA;NA;118,444234218482435 [m];list(c(532326.689329522, 532208.969304349, 180055.486997817, 180042.409066299))
1424;Southwark;Southwark;Sumner Street;swk16;north side;introduce a contra-flow cycle lane;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;"NA";"NA";created new from OSM;NA;2009-03-09;L-57260-111;2004-04-08;TRUE;Permanent;Introduction;NA;NA;NA;NA;NA;L-58998-756212;2009-03-05;TRUE;Permanent;Revocation;148,464821960326134 [m];list(c(531942.16836877, 532089.635443028, 180341.49166856, 180358.674956068))
1425;Southwark;Southwark;Highshore Road;swk17;north side;introduce a contra-flow cycle lane;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;RWG107447;"NA";TFL CID;2005-01-18;NA;L-57542-103;2005-01-11;TRUE;Permanent;Consultation;L-57542-104;2005-01-17;TRUE;Permanent;Introduction;NA;NA;NA;NA;NA;81,881358656111360 [m];list(c(533864.148956205, 533899.131508011, 533916.475988643, 533933.009562361, 533937.953551729, 533942.662245278, 176442.958016337, 176451.972775837, 176456.450957937, 176462.89350138, 176464.826385024, 176465.70434302))
1426;Southwark;Southwark;Highshore Road;swk17;north side;introduce a contra-flow cycle lane;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;RWG107445;"NA";TFL CID;2005-01-18;NA;L-57542-103;2005-01-11;TRUE;Permanent;Consultation;L-57542-104;2005-01-17;TRUE;Permanent;Introduction;NA;NA;NA;NA;NA;1,944772216619471 [m];list(c(533854.79785627, 533856.740258794, 176443.574048806, 176443.670024904))
1427;Southwark;Southwark;Munton Road;swk18;north side;introduce a contra-flow cycle lane;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;RWG082204;"NA";TFL CID;2005-01-18;NA;L-57542-103;2005-01-11;TRUE;Permanent;Consultation;L-57542-104;2005-01-17;TRUE;Permanent;Introduction;NA;NA;NA;NA;NA;36,977358306403367 [m];list(c(532431.923244459, 532467.930980782, 178883.48794893, 178891.900317931))
1428;Southwark;Southwark;Munton Road;swk18;north side;introduce a contra-flow cycle lane;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;RWG082199;"NA";TFL CID;2005-01-18;NA;L-57542-103;2005-01-11;TRUE;Permanent;Consultation;L-57542-104;2005-01-17;TRUE;Permanent;Introduction;NA;NA;NA;NA;NA;47,519040267280467 [m];list(c(532481.064295843, 532528.246281485, 178893.162770719, 178898.812498042))
1429;Southwark;Southwark;Munton Road;swk18;north side;introduce a contra-flow cycle lane;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;RWG082196;"NA";TFL CID;2005-01-18;NA;L-57542-103;2005-01-11;TRUE;Permanent;Consultation;L-57542-104;2005-01-17;TRUE;Permanent;Introduction;NA;NA;NA;NA;NA;14,044677402991136 [m];list(c(532528.577589444, 532542.520922677, 178899.616014367, 178901.300182322))
