unique_row_ID;BOROUGH;organisation;road_name;unique_contraflow_ID;road_limits_char;order_action;introduces_one_way_street;introduces_cf_cyclelane;introduces_cf_cycletrack;introduces_cf_footway;introduces_contraflow_bus_lane;enables_cf_cycling_in_bus_lane;introduces_cf_seg_cyclelane;FEATURE_ID;osm_id;spatial_data_source;contraflow_start_date;contraflow_stop_date;notice_id_1;publication_date_1;pub_date_1_source_TRO;tro_type_1;tro_action_1;notice_id_2;publication_date_2;pub_date_2_source_TRO;tro_type_2;tro_action_2;notice_id_3;publication_date_3;pub_date_3_source_TRO;tro_type_3;tro_action_3;contraflow_length;geometry
1;Camden;TFL;Pentonville Road;cam1;Between King's Cross Road and King's Cross Bridge;allow pedal cycles in the contraflow bus lane;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;"NA";679330699;OSM_id;2003-12-01;NA;L-57065-494;2003-09-25;TRUE;Permanent;Consultation;L-57126-489;2003-11-27;TRUE;Permanent;Introduction;"NA";NA;NA;"NA";"NA";119,543156564803411 [m];list(c(530549.687796187, 530547.701900743, 530543.38064402, 530538.297650745, 530533.848836198, 530525.550495741, 530470.686171849, 530447.510516662, 530443.544498606, 530438.878561045, 530437.438126586, 530436.443143075, 183018.703151789, 183013.878314251, 183012.153721759, 183010.632108784, 183009.54965363, 183008.101202996, 183001.327930322, 182998.673994747, 182998.249427394, 182996.972309164, 182995.766905695, 182993.972046698))
2;Camden;TFL;Pentonville Road;cam1;Between King's Cross Road and King's Cross Bridge;allow pedal cycles in the contraflow bus lane;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;"NA";234289105;OSM_id;2003-12-01;NA;L-57065-494;2003-09-25;TRUE;Permanent;Consultation;L-57126-489;2003-11-27;TRUE;Permanent;Introduction;"NA";NA;NA;"NA";"NA";25,994170771968648 [m];list(c(530436.443143075, 530436.55093594, 530439.597462622, 182993.972046698, 182993.017832281, 182968.170011739))
3;Camden;Camden;Royal College Street;cam2;Between Baynes St & crown dale rd;Permit cyclists to travel southbound (contraflow);FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;RWG150980;"NA";TFL CID;2013-09-09;NA;L-60585-1875161;2013-08-01;TRUE;Permanent;Consultation;L-60619-1897042;2013-09-05;TRUE;Permanent;Introduction;"NA";NA;NA;"NA";"NA";25,031535064776140 [m];list(c(529265.766663148, 529277.250698423, 184079.379904758, 184057.138171878))
4;Camden;Camden;Royal College Street;cam2;Between Baynes St & crown dale rd;Permit cyclists to travel southbound (contraflow);FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;RWG003554;"NA";TFL CID;2013-09-09;NA;L-60585-1875161;2013-08-01;TRUE;Permanent;Consultation;L-60619-1897042;2013-09-05;TRUE;Permanent;Introduction;"NA";NA;NA;"NA";"NA";6,357607796961681 [m];list(c(529277.284900084, 529280.728192993, 184057.061071497, 184051.716643478))
5;Camden;Camden;Royal College Street;cam2;Between Baynes St & crown dale rd;Permit cyclists to travel southbound (contraflow);FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;RWG150956;"NA";TFL CID;2013-09-09;NA;L-60585-1875161;2013-08-01;TRUE;Permanent;Consultation;L-60619-1897042;2013-09-05;TRUE;Permanent;Introduction;"NA";NA;NA;"NA";"NA";77,996028524203467 [m];list(c(529280.728591757, 529284.139980647, 529287.752461375, 529317.598613732, 184051.694442898, 184046.117516336, 184038.740233502, 183982.981510161))
6;Camden;Camden;Royal College Street;cam2;Between Baynes St & crown dale rd;Permit cyclists to travel southbound (contraflow);FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;RWG003576;"NA";TFL CID;2013-09-09;NA;L-60585-1875161;2013-08-01;TRUE;Permanent;Consultation;L-60619-1897042;2013-09-05;TRUE;Permanent;Introduction;"NA";NA;NA;"NA";"NA";52,106489910613753 [m];list(c(529317.598613732, 529342.293304669, 183982.981510161, 183937.098413815))
7;Camden;Camden;Royal College Street;cam2;Between Baynes St & crown dale rd;Permit cyclists to travel southbound (contraflow);FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;RWG030487;"NA";TFL CID;2013-09-09;NA;L-60585-1875161;2013-08-01;TRUE;Permanent;Consultation;L-60619-1897042;2013-09-05;TRUE;Permanent;Introduction;"NA";NA;NA;"NA";"NA";39,549961163573514 [m];list(c(529342.293304669, 529361.277130137, 183937.098413815, 183902.40239389))
8;Camden;Camden;Royal College Street;cam2;Between Baynes St & crown dale rd;Permit cyclists to travel southbound (contraflow);FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;RWG003577;"NA";TFL CID;2013-09-09;NA;L-60585-1875161;2013-08-01;TRUE;Permanent;Consultation;L-60619-1897042;2013-09-05;TRUE;Permanent;Introduction;"NA";NA;NA;"NA";"NA";11,714772954832409 [m];list(c(529361.277130137, 529366.436499979, 183902.40239389, 183891.884941336))
9;Camden;Camden;Royal College Street;cam2;Between Baynes St & crown dale rd;Permit cyclists to travel southbound (contraflow);FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;RWG003578;"NA";TFL CID;2013-09-09;NA;L-60585-1875161;2013-08-01;TRUE;Permanent;Consultation;L-60619-1897042;2013-09-05;TRUE;Permanent;Introduction;"NA";NA;NA;"NA";"NA";59,274260243794942 [m];list(c(529377.513975041, 529401.75937237, 529405.701664076, 183873.9404191, 183828.268024061, 183821.810973179))
10;Camden;Camden;Royal College Street;cam2;Between Baynes St & crown dale rd;Permit cyclists to travel southbound (contraflow);FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;RWG003579;"NA";TFL CID;2013-09-09;NA;L-60585-1875161;2013-08-01;TRUE;Permanent;Consultation;L-60619-1897042;2013-09-05;TRUE;Permanent;Introduction;"NA";NA;NA;"NA";"NA";110,133222439435798 [m];list(c(529406.086864446, 529458.104261598, 183821.160254363, 183724.085452903))
11;Camden;Camden;Royal College Street;cam2;Between Baynes St & crown dale rd;Permit cyclists to travel southbound (contraflow);FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;"NA";"NA";created new from OSM;2013-09-09;NA;L-60585-1875161;2013-08-01;TRUE;Permanent;Consultation;L-60619-1897042;2013-09-05;TRUE;Permanent;Introduction;"NA";NA;NA;"NA";"NA";234,525042454389052 [m];list(c(529461.791508369, 529573.230869444, 183716.143131241, 183509.786003083))
12;Camden;Camden;Pratt Street;cam3;between St. Pancras Way and Royal College Street;Permit cyclists to travel westbound (contraflow).;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;"NA";"NA";created new from OSM;2013-09-09;NA;L-60585-1875161;2013-08-01;TRUE;Permanent;Consultation;L-60619-1897042;2013-09-05;TRUE;Permanent;Introduction;"NA";NA;NA;"NA";"NA";73,577540871127269 [m];list(c(529427.660465894, 529366.24033887, 183938.938419923, 183898.42641532))
13;Camden;Camden;Theobalds Road;cam4;Drake Street to the junction of Bloomsbury Way with New Oxford Street / Museum Street;Allow pedal cyclists to enter and proceed along the contraflow bus lane;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;"NA";199662045;OSM_id;2014-01-31;NA;L-60762-1981315;2014-01-23;TRUE;Experimental;Introduction;"NA";NA;NA;"NA";"NA";"NA";NA;NA;"NA";"NA";65,930730950010926 [m];list(c(530519.281650049, 530508.074470497, 530486.220676632, 530483.831710271, 530473.805147711, 181727.86487429, 181716.60509365, 181691.985749104, 181689.854648173, 181680.194273463))
14;Camden;Camden;Theobalds Road;cam4;Drake Street to the junction of Bloomsbury Way with New Oxford Street / Museum Street;Allow pedal cyclists to enter and proceed along the contraflow bus lane;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;"NA";201725617;OSM_id;2014-01-31;NA;L-60762-1981315;2014-01-23;TRUE;Experimental;Introduction;"NA";NA;NA;"NA";"NA";"NA";NA;NA;"NA";"NA";17,295750897974724 [m];list(c(530473.805147711, 530467.574660725, 530460.545692072, 181680.194273463, 181675.182615421, 181669.093333682))
15;Camden;Camden;Vernon Place;cam5;Drake Street to the junction of Bloomsbury Way with New Oxford Street / Museum Street;Allow pedal cyclists to enter and proceed along the contraflow bus lane;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;RWG066363;"NA";TFL CID;2014-01-31;NA;L-60762-1981315;2014-01-23;TRUE;Experimental;Introduction;"NA";NA;NA;"NA";"NA";"NA";NA;NA;"NA";"NA";75,557330081379561 [m];list(c(530457.360105298, 530394.705256332, 181667.298846082, 181625.06994567))
16;Camden;Camden;Vernon Place;cam5;Drake Street to the junction of Bloomsbury Way with New Oxford Street / Museum Street;Allow pedal cyclists to enter and proceed along the contraflow bus lane;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;"NA";"NA";created new from OSM;2014-01-31;NA;L-60762-1981315;2014-01-23;TRUE;Experimental;Introduction;"NA";NA;NA;"NA";"NA";"NA";NA;NA;"NA";"NA";21,197657821168033 [m];list(c(530393.955937238, 530376.202926015, 181626.845877342, 181615.262644217))
17;Camden;Camden;Bloomsbury Way;cam6;Drake Street to the junction of Bloomsbury Way with New Oxford Street / Museum Street;Allow pedal cyclists to enter and proceed along the contraflow bus lane;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;RWG066247;"NA";TFL CID;2014-01-31;NA;L-60762-1981315;2014-01-23;TRUE;Experimental;Introduction;"NA";NA;NA;"NA";"NA";"NA";NA;NA;"NA";"NA";28,364883671346103 [m];list(c(530378.570197558, 530355.154089588, 181613.251580671, 181597.243691578))
18;Camden;Camden;Bloomsbury Way;cam6;Drake Street to the junction of Bloomsbury Way with New Oxford Street / Museum Street;Allow pedal cyclists to enter and proceed along the contraflow bus lane;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;"NA";"NA";created new from OSM;2014-01-31;NA;L-60762-1981315;2014-01-23;TRUE;Experimental;Introduction;"NA";NA;NA;"NA";"NA";"NA";NA;NA;"NA";"NA";28,867899018993896 [m];list(c(530355.152080178, 530330.546565522, 181596.918266894, 181581.82110682))
19;Camden;Camden;Bloomsbury Way;cam6;Drake Street to the junction of Bloomsbury Way with New Oxford Street / Museum Street;Allow pedal cyclists to enter and proceed along the contraflow bus lane;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;RWG153088;"NA";TFL CID;2014-01-31;NA;L-60762-1981315;2014-01-23;TRUE;Experimental;Introduction;"NA";NA;NA;"NA";"NA";"NA";NA;NA;"NA";"NA";8,776760497786718 [m];list(c(530331.182246836, 530323.879586578, 181579.235640395, 181574.367100779))
20;Camden;Camden;Bloomsbury Way;cam6;Drake Street to the junction of Bloomsbury Way with New Oxford Street / Museum Street;Allow pedal cyclists to enter and proceed along the contraflow bus lane;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;RWG153089;"NA";TFL CID;2014-01-31;NA;L-60762-1981315;2014-01-23;TRUE;Experimental;Introduction;"NA";NA;NA;"NA";"NA";"NA";NA;NA;"NA";"NA";6,589647596505051 [m];list(c(530323.879586578, 530318.645462568, 181574.367100779, 181570.363677083))
21;Camden;Camden;Bloomsbury Way;cam6;Drake Street to the junction of Bloomsbury Way with New Oxford Street / Museum Street;Allow pedal cyclists to enter and proceed along the contraflow bus lane;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;RWG066259;"NA";TFL CID;2014-01-31;NA;L-60762-1981315;2014-01-23;TRUE;Experimental;Introduction;"NA";NA;NA;"NA";"NA";"NA";NA;NA;"NA";"NA";33,761266349802334 [m];list(c(530318.645462568, 530300.760171789, 530290.872050335, 181570.363677083, 181557.866698772, 181551.169787645))
22;Camden;Camden;Bloomsbury Way;cam6;Drake Street to the junction of Bloomsbury Way with New Oxford Street / Museum Street;Allow pedal cyclists to enter and proceed along the contraflow bus lane;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;"NA";"NA";created new from OSM;2014-01-31;NA;L-60762-1981315;2014-01-23;TRUE;Experimental;Introduction;"NA";NA;NA;"NA";"NA";"NA";NA;NA;"NA";"NA";29,005482859475482 [m];list(c(530293.10106429, 530270.66207029, 181553.041610268, 181534.662013314))
23;Camden;Camden;Bloomsbury Way;cam6;Drake Street to the junction of Bloomsbury Way with New Oxford Street / Museum Street;Allow pedal cyclists to enter and proceed along the contraflow bus lane;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;RWG066264;"NA";TFL CID;2014-01-31;NA;L-60762-1981315;2014-01-23;TRUE;Experimental;Introduction;"NA";NA;NA;"NA";"NA";"NA";NA;NA;"NA";"NA";88,134809438751077 [m];list(c(530271.587807077, 530200.614179991, 181536.230645104, 181483.976564947))
24;Camden;Camden;Laystall Street;cam7;between Clerkenwell Road and Rosebery Avenue;cycles permitted to travel contraflow (southwest);TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;"NA";691547351;OSM_id;2019-03-11;NA;3139336;2018-10-25;TRUE;Permanent;Consultation;3225154;2019-03-07;TRUE;Permanent;Introduction;"NA";NA;NA;"NA";"NA";53,493110992482038 [m];list(c(531151.50169226, 531105.880661887, 182042.55775512, 182070.49043332))
25;Camden;Camden;Laystall Street;cam7;between Clerkenwell Road and Rosebery Avenue;cycles permitted to travel contraflow (southwest);TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;"NA";3076841;OSM_id;2019-03-11;NA;3139336;2018-10-25;TRUE;Permanent;Consultation;3225154;2019-03-07;TRUE;Permanent;Introduction;"NA";NA;NA;"NA";"NA";11,335863009369728 [m];list(c(531157.692684318, 531154.688636842, 531153.891133711, 531152.870442482, 531151.50169226, 182033.192223547, 182038.500503542, 182040.08231192, 182041.435803596, 182042.55775512))
26;Camden;Camden;Laystall Street;cam7;between Clerkenwell Road and Rosebery Avenue;cycles permitted to travel contraflow (southwest);TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;"NA";691547350;OSM_id;2019-03-11;NA;3139336;2018-10-25;TRUE;Permanent;Consultation;3225154;2019-03-07;TRUE;Permanent;Introduction;"NA";NA;NA;"NA";"NA";15,679038026942081 [m];list(c(531105.880661887, 531096.326847667, 531092.037124368, 182070.49043332, 182075.941299009, 182077.81134507))
27;Camden;Camden;St Cross Street;cam8;east to west from the junction with Kirby Street to Hatton Garden;One-way working, with exemptions for cyclists;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;"NA";48959576;OSM_id;NA;NA;3220107;2019-02-28;TRUE;Permanent;Consultation;"NA";NA;NA;"NA";"NA";"NA";NA;NA;"NA";"NA";62,700462172346278 [m];list(c(531396.515148226, 531369.592721907, 531335.381836375, 181904.372354849, 181898.501733926, 181890.450973966))
28;Camden;Camden;St Cross Street;cam8;east to west from the junction with Kirby Street to Hatton Garden;One-way working, with exemptions for cyclists;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;"NA";691220604;OSM_id;NA;NA;3220107;2019-02-28;TRUE;Permanent;Consultation;"NA";NA;NA;"NA";"NA";"NA";NA;NA;"NA";"NA";8,429652778431452 [m];list(c(531335.381836375, 531327.17771801, 181890.450973966, 181888.514098177))
29;Camden;Camden;St Cross Street;cam59;from the junction with Saffron Hill to a point approximately 4 metres east of the junction with Kirby Street;Mandatory contraflow cycle lane;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;"NA";691220609;OSM_id;NA;NA;3220107;2019-02-28;TRUE;Permanent;Consultation;"NA";NA;NA;"NA";"NA";"NA";NA;NA;"NA";"NA";20,795762576658834 [m];list(c(531403.066410794, 531422.754565422, 181906.600428758, 181913.29671941))
30;Camden;Camden;St Cross Street;cam9;west to east from the junction with Kirby Street to Saffron Hill;One-way working, with exemptions for cyclists;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;"NA";552492776;OSM_id;NA;NA;3220107;2019-02-28;TRUE;Permanent;Consultation;"NA";NA;NA;"NA";"NA";"NA";NA;NA;"NA";"NA";6,919779952028898 [m];list(c(531396.515148226, 531403.066410794, 181904.372354849, 181906.600428758))
31;Camden;Camden;Drummond Street;cam10;Between Cobourg Street and North Gower Street.;Cycles permitted to travel contraflow;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;"NA";"NA";created new from OSM;2019-07-01;NA;3268444;2019-05-02;TRUE;Permanent;Consultation;3316798;2019-06-27;TRUE;Permanent;Introduction;"NA";NA;NA;"NA";"NA";108,329228248685425 [m];list(c(529403.082775367, 529312.27122428, 182588.531901498, 182529.46851282))
32;Camden;Camden;Torrington Place;cam62;bewttne gower street and tottenham court road;will allow segregated two-way (including contra-flow) for cyclists and oneway street bewttne gower street and tottenham court road;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;RWG153094;"NA";TFL CID;2001-01-22;NA;L-56095-510;2001-01-15;FALSE;Permanent;Introduction;"NA";NA;NA;"NA";"NA";"NA";NA;NA;"NA";"NA";6,953288953111096 [m];list(c(529488.373343624, 529494.120470963, 181940.491255302, 181944.405173366))
33;Camden;Camden;Torrington Place;cam62;bewttne gower street and tottenham court road;will allow segregated two-way (including contra-flow) for cyclists and oneway street bewttne gower street and tottenham court road;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;RWG153082;"NA";TFL CID;2001-01-22;NA;L-56095-510;2001-01-15;FALSE;Permanent;Introduction;"NA";NA;NA;"NA";"NA";"NA";NA;NA;"NA";"NA";10,958770687122145 [m];list(c(529494.378779135, 529503.551985397, 181944.668782468, 181950.664359326))
34;Camden;Camden;Torrington Place;cam62;bewttne gower street and tottenham court road;will allow segregated two-way (including contra-flow) for cyclists and oneway street bewttne gower street and tottenham court road;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;RWG066106;"NA";TFL CID;2001-01-22;NA;L-56095-510;2001-01-15;FALSE;Permanent;Introduction;"NA";NA;NA;"NA";"NA";"NA";NA;NA;"NA";"NA";69,935686246677150 [m];list(c(529503.697687422, 529561.918567443, 181950.784768426, 181989.531759797))
35;Camden;Camden;Torrington Place;cam62;bewttne gower street and tottenham court road;will allow segregated two-way (including contra-flow) for cyclists and oneway street bewttne gower street and tottenham court road;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"NA";"NA";created new from OSM;2001-01-22;NA;L-56095-510;2001-01-15;FALSE;Permanent;Introduction;"NA";NA;NA;"NA";"NA";"NA";NA;NA;"NA";"NA";18,883401168076087 [m];list(c(529561.317161489, 529577.739807707, 181990.561572314, 181999.882491307))
36;Camden;Camden;Torrington Place;cam62;bewttne gower street and tottenham court road;will allow segregated two-way (including contra-flow) for cyclists and oneway street bewttne gower street and tottenham court road;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"NA";"NA";created new from OSM;2001-01-22;NA;L-56095-510;2001-01-15;FALSE;Permanent;Introduction;"NA";NA;NA;"NA";"NA";"NA";NA;NA;"NA";"NA";8,243560431314423 [m];list(c(529577.739807707, 529584.563650141, 181999.882491307, 182004.507581903))
37;Camden;Camden;Torrington Place;cam62;bewttne gower street and tottenham court road;will allow segregated two-way (including contra-flow) for cyclists and oneway street bewttne gower street and tottenham court road;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;RWG152246;"NA";TFL CID;2001-01-22;NA;L-56095-510;2001-01-15;FALSE;Permanent;Introduction;"NA";NA;NA;"NA";"NA";"NA";NA;NA;"NA";"NA";8,102040464409487 [m];list(c(529583.795048983, 529590.491796293, 182004.370314384, 182008.930647174))
38;Camden;Camden;Torrington Place;cam62;bewttne gower street and tottenham court road;will allow segregated two-way (including contra-flow) for cyclists and oneway street bewttne gower street and tottenham court road;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;RWG152175;"NA";TFL CID;2001-01-22;NA;L-56095-510;2001-01-15;FALSE;Permanent;Introduction;"NA";NA;NA;"NA";"NA";"NA";NA;NA;"NA";"NA";2,258908939048668 [m];list(c(529590.491796293, 529592.346036686, 182008.930647174, 182010.220787538))
39;Camden;Camden;Torrington Place;cam62;bewttne gower street and tottenham court road;will allow segregated two-way (including contra-flow) for cyclists and oneway street bewttne gower street and tottenham court road;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;RWG152247;"NA";TFL CID;2001-01-22;NA;L-56095-510;2001-01-15;FALSE;Permanent;Introduction;"NA";NA;NA;"NA";"NA";"NA";NA;NA;"NA";"NA";6,832504143681314 [m];list(c(529592.346036686, 529597.990064273, 182010.220787538, 182014.071510259))
40;Camden;Camden;Torrington Place;cam62;bewttne gower street and tottenham court road;will allow segregated two-way (including contra-flow) for cyclists and oneway street bewttne gower street and tottenham court road;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;RWG152176;"NA";TFL CID;2001-01-22;NA;L-56095-510;2001-01-15;FALSE;Permanent;Introduction;"NA";NA;NA;"NA";"NA";"NA";NA;NA;"NA";"NA";6,250013603245731 [m];list(c(529597.990064273, 529603.134076705, 182014.071510259, 182017.62141253))
41;Camden;Camden;Torrington Place;cam62;bewttne gower street and tottenham court road;will allow segregated two-way (including contra-flow) for cyclists and oneway street bewttne gower street and tottenham court road;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;RWG152177;"NA";TFL CID;2001-01-22;NA;L-56095-510;2001-01-15;FALSE;Permanent;Introduction;"NA";NA;NA;"NA";"NA";"NA";NA;NA;"NA";"NA";8,557991131173615 [m];list(c(529603.134076705, 529610.281830668, 182017.62141253, 182022.3276664))
42;Camden;Camden;Torrington Place;cam62;bewttne gower street and tottenham court road;will allow segregated two-way (including contra-flow) for cyclists and oneway street bewttne gower street and tottenham court road;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;RWG152248;"NA";TFL CID;2001-01-22;NA;L-56095-510;2001-01-15;FALSE;Permanent;Introduction;"NA";NA;NA;"NA";"NA";"NA";NA;NA;"NA";"NA";31,896721347604011 [m];list(c(529610.281830668, 529636.593911198, 182022.3276664, 182040.357509741))
43;Camden;Camden;Torrington Place;cam62;bewttne gower street and tottenham court road;will allow segregated two-way (including contra-flow) for cyclists;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"NA";201892583;OSM_id;2001-01-22;NA;L-56095-510;2001-01-15;FALSE;Permanent;Introduction;"NA";NA;NA;"NA";"NA";"NA";NA;NA;"NA";"NA";11,064355394696248 [m];list(c(529650.944960704, 529644.006423472, 529641.787574822, 182047.339960675, 182042.589445113, 182041.130744545))
44;Camden;Camden;Torrington Place;cam11;rest of length;will allow segregated two-way (including contra-flow) for cyclists;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"NA";4082615;OSM_id;2001-01-22;NA;L-56095-510;2001-01-15;FALSE;Permanent;Introduction;"NA";NA;NA;"NA";"NA";"NA";NA;NA;"NA";"NA";10,953290792255210 [m];list(c(529650.944960704, 529657.631758185, 529659.855264298, 182047.339960675, 182052.161954911, 182053.709802621))
45;Camden;Camden;Torrington Place;cam11;rest of length;will allow segregated two-way (including contra-flow) for cyclists;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;RWG066098;"NA";TFL CID;2001-01-22;NA;L-56095-510;2001-01-15;FALSE;Permanent;Introduction;"NA";NA;NA;"NA";"NA";"NA";NA;NA;"NA";"NA";45,426561143986198 [m];list(c(529704.616589294, 529667.044873851, 182078.197330972, 182052.664241537))
46;Camden;Camden;Torrington Place;cam11;rest of length;will allow segregated two-way (including contra-flow) for cyclists;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"NA";758462268;OSM_id;2001-01-22;NA;L-56095-510;2001-01-15;FALSE;Permanent;Introduction;"NA";NA;NA;"NA";"NA";"NA";NA;NA;"NA";"NA";2,415890973455405 [m];list(c(529707.519578857, 529707.574224585, 529709.482849691, 182085.160246516, 182085.19502456, 182086.567941652))
47;Camden;Camden;Torrington Place;cam11;rest of length;will allow segregated two-way (including contra-flow) for cyclists;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"NA";3087832;OSM_id;2001-01-22;NA;L-56095-510;2001-01-15;FALSE;Permanent;Introduction;"NA";NA;NA;"NA";"NA";"NA";NA;NA;"NA";"NA";7,995635857994396 [m];list(c(529714.88709168, 529718.300880071, 529721.556530274, 182090.233380375, 182092.468176307, 182094.643298622))
48;Camden;Camden;Torrington Place;cam11;rest of length;will allow segregated two-way (including contra-flow) for cyclists;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;RWG066096;"NA";TFL CID;2001-01-22;NA;L-56095-510;2001-01-15;FALSE;Permanent;Introduction;"NA";NA;NA;"NA";"NA";"NA";NA;NA;"NA";"NA";23,061508977612668 [m];list(c(529747.304007333, 529730.780441438, 529728.561896648, 182107.10951778, 182095.13745951, 182093.676011561))
49;Camden;Camden;Byng Place;cam61;Entire length;will allow segregated two-way (including contra-flow) for cyclists;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"NA";236141635;OSM_id;2001-01-22;NA;L-56095-510;2001-01-15;FALSE;Permanent;Introduction;"NA";NA;NA;"NA";"NA";"NA";NA;NA;"NA";"NA";51,143453703711863 [m];"list(c(529745.171767663, 529748.676038549, 529751.225089807, 529754.000870649, 529754.711945221, 529756.799034714, 529758.514881025, 529759.796602616, 529761.333989702, 529762.138103709, 529763.060639045, 529764.142966358, 529765.102305566, 529767.341269378, 182110.424429807, 182112.105176814, 182113.950699505, 182116.703352203, 182117.400298855, 182121.025573775, 182125.053089772, 182129.770558677, 182139.969351567, 182143.817794841, 182146.834690949, 182150.389795035, 182151.693976826, 182153.7207579
))"
50;Camden;Camden;Gordon Square;cam12;Entire length;will allow segregated two-way (including contra-flow) for cyclists;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;RWG066092;"NA";TFL CID;2001-01-22;NA;L-56095-510;2001-01-15;FALSE;Permanent;Introduction;"NA";NA;NA;"NA";"NA";"NA";NA;NA;"NA";"NA";54,226459794051443 [m];list(c(529818.033566203, 529773.979413099, 182185.418575061, 182153.799901209))
51;Camden;Camden;Gordon Square;cam12;Entire length;will allow segregated two-way (including contra-flow) for cyclists;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"NA";"NA";created new from OSM;2001-01-22;NA;L-56095-510;2001-01-15;FALSE;Permanent;Introduction;"NA";NA;NA;"NA";NA;"NA";NA;NA;"NA";"NA";16,486717776821241 [m];list(c(529815.970220796, 529829.616966551, 182185.119038141, 182194.369886392))
52;Camden;Camden;Gordon Square;cam12;Entire length;will allow segregated two-way (including contra-flow) for cyclists;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;RWG153081;"NA";TFL CID;2001-01-22;NA;L-56095-510;2001-01-15;FALSE;Permanent;Introduction;"NA";NA;NA;"NA";"NA";"NA";NA;NA;"NA";"NA";23,641802231618374 [m];list(c(529849.555336119, 529830.052124309, 182207.352054336, 182193.989437009))
53;Camden;Camden;Gordon Square;cam12;Entire length;will allow segregated two-way (including contra-flow) for cyclists;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;RWG066088;"NA";TFL CID;2001-01-22;NA;L-56095-510;2001-01-15;FALSE;Permanent;Introduction;"NA";NA;NA;"NA";"NA";"NA";NA;NA;"NA";"NA";54,204946024145450 [m];list(c(529893.711882702, 529849.700245405, 182239.120238159, 182207.479252778))
